subspeciesname	Order	families	n_locations	n_sites	eoo	eoo_overlap	eoo_natura	eoo_wildlife	aoo	aoo_natura	aoo_wildlife	potentially_VU	potentially_EN	potentially_CR	paca	iucn	threatened	aoo_natura_percent
Lithobius creticus	Chilopoda	Lithobiidae	25	66	6434.03780574864	4361.80705674203	1344.27990306284	331.982004713887	156.10457312334	46.1568456777645	21.7766725415388	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.29568
Ovaliptila lindbergi	Orthoptera	Gryllidae	26	73	5268.02403731208	4652.59053845792	1222.98454553102	322.535660278563	127.964653445779	48.2430256378579	16.1993187695911	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.377
Phytocoris eduardi	Heteroptera	Miridae	3	3	195.001430812502	190.781775351339	153.725262808208	27.9191129546404	12.049010389333	5.35861970914577	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.44474
Phytocoris malickyi	Heteroptera	Miridae	3	3	237.453234637554	230.199789242012	166.222476070752	27.9639575241949	12.0492819739438	7.22384398115305	1.8638994680663	TRUE	TRUE	FALSE	LT	EN	TRUE	0.59952
Aphaenogaster balcanicoides	Hymenoptera	Formicidae	1	1	NA	NA	NA	NA	4.00658598290218	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Periclista cretica	Hymenoptera	Tenthredinidae	4	4	788.849009012655	754.017146278901	252.15799439526	33.1765724714994	16.0557396160558	4.77981438208604	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.2977
Acrosternum malickyi	Heteroptera	Pentatomidae	5	5	1733.23458908768	1090.60304617677	264.217362164767	83.6598506661936	20.0596439802294	3.87687770793128	2.50097380726575	TRUE	TRUE	FALSE	LT	EN	TRUE	0.19327
Nemesia daedali	Araneae	Nemesiidae	4	4	310.101913549893	211.723108979236	13.5579173610435	6.32314528589999	16.0474049370593	0.07370104531604	2.23368065362793	TRUE	TRUE	FALSE	LT	EN	TRUE	0.00459
Orthonotus creticus	Heteroptera	Miridae	3	3	1730.81135622279	1062.87172262137	231.744266494514	63.2313229752033	12.0318453744546	0	2.40431203357667	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Tentyria sporadica gavdosana	Coleoptera	Tenebrionidae	2	9	8.17817762015365	8.17817762015353	8.17817762015353	0	23.998542638648	17.5492251734094	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.73126
Yllenus gavdos	Araneae	Salticidae	1	1	NA	NA	NA	NA	4.00096367620946	3.67055766743069	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.91742
Zabrus oertzeni stepaneki	Coleoptera	Carabidae	1	1	NA	NA	NA	NA	4.00005758602348	4.00005758602388	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Agapanthia cretica	Coleoptera	Cerambycidae	5	6	1323.65267956177	1319.03888933565	597.054505624969	124.797445797812	20.0049750929534	10.1615851164788	2.73486854964828	TRUE	TRUE	FALSE	LT	EN	TRUE	0.50795
Amblyiulus creticus	Diplopoda	Julidae	7	8	3831.47776142065	3119.84479891966	766.552002152455	199.943659063355	32.0418798856168	4.04918478016364	0.0205371157081287	TRUE	FALSE	FALSE	PT	VU	TRUE	0.12637
Anamastigona penicillata	Diplopoda	"Anthroleucosomatidae

Anthroleucosomatidae"	1	1	NA	NA	NA	NA	4.01467777963288	1.78225476723099	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.44393
Dichrooscytus impros	Heteroptera	Miridae	1	1	NA	NA	NA	NA	3.99956370811988	2.63515575391683	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.65886
Messor concolor	Hymenoptera	Formicidae	1	1	NA	NA	NA	NA	4.00060705073983	1.69716726240053	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.42423
Orthotylus mariagratiae	Heteroptera	Miridae	2	2	NA	NA	NA	NA	8.0005975102755	6.50108392534458	1.2466135422027	TRUE	TRUE	FALSE	LT	EN	TRUE	0.81257
Acmaeoderella rezeki	Coleoptera	Buprestidae	1	1	NA	NA	NA	NA	4.0116225349024	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Crocallis helenaria	Lepidoptera	Geometridae	3	3	267.848855567231	263.978027551547	146.476549643315	32.5767913335293	11.996634718495	2.80169207888391	2.12886156865486	TRUE	TRUE	FALSE	LT	EN	TRUE	0.23354
Euplectus assingi	Coleoptera	Staphylinidae	6	6	1201.08107416846	1089.43223065678	420.832807206628	80.4501769895652	24.0147015452358	7.4383541470737	1.98729562724017	TRUE	FALSE	FALSE	PT	VU	TRUE	0.30974
Amauronyx askifouicus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	3.99924021081132	3.99924021081077	3.33916524168314	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Tinodes rethimnon	Trichoptera	Psychomiidae	3	3	268.702357222664	268.702357222664	46.3509582159758	17.4217869313596	12.0404389713922	4.7107169005124	0.440878133013928	TRUE	TRUE	FALSE	LT	EN	TRUE	0.39124
Anthaxia senicula cretica	Coleoptera	Buprestidae	2	3	150.154451610462	148.752949339503	70.3969676176549	9.04521846976887	12.0406761422866	6.44521193419478	5.72950137433301	TRUE	TRUE	FALSE	LT	EN	TRUE	0.53529
Chrysis grohmanni cretensis	Hymenoptera	Chrysididae	3	3	297.204530667351	276.45524094736	123.097933189222	15.811163968231	12.0027715564991	6.97277269393878	2.83585650637628	TRUE	TRUE	FALSE	LT	EN	TRUE	0.58093
Dendarus foraminosus foraminosus	Coleoptera	Tenebrionidae	41	168	4820.3689993366	4343.37010913511	1120.29268900281	302.013707966526	396.227692467944	169.077389305245	70.6495460658766	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.42672
Palliduphantes malickyi	Araneae	Linyphiidae	4	4	1435.3193482551	1435.3193482551	500.709639636175	87.3530963727055	16.0028328439787	6.57508519982388	2.39039933700631	TRUE	TRUE	FALSE	LT	EN	TRUE	0.41087
Temnothorax ariadnae	Hymenoptera	Formicidae	7	11	242.153744778153	242.15374477813899	63.2209442312961	11.3855030599165	48.1895545853527	11.3002390962277	0.107304021383191	TRUE	FALSE	FALSE	PT	VU	TRUE	0.2345
Phytocoris parvuloides	Heteroptera	Miridae	1	1	NA	NA	NA	NA	4.002562159606	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Pellenes florii	Araneae	Salticidae	1	1	NA	NA	NA	NA	4.01153327667742	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Tschitscherinellus cordatus minos	Coleoptera	Carabidae	8	13	4143.1655037122	3402.695292466	860.317125795554	248.138383807863	31.9827849775932	0.41020572005489	2.22943247577758	TRUE	FALSE	FALSE	PT	VU	TRUE	0.01283
Sepedophilus creticus	Coleoptera	Staphylinidae	4	4	523.002328667935	523.002328667935	248.267518670115	66.3403401929885	16.0061880854503	13.8237800744241	1.4319293258265	TRUE	TRUE	FALSE	LT	EN	TRUE	0.86365
Macrotylus soosi	Heteroptera	Miridae	6	8	1937.9228402378899	1932.87615529566	549.587192563316	161.030901383408	28.0005952254862	4.37741110752961	2.63059544152103	TRUE	FALSE	FALSE	PT	VU	TRUE	0.15633
Maurodactylus fulvus	Heteroptera	Miridae	3	3	374.665508391641	374.665508391641	118.399449426627	22.5682545670616	12.0040090674793	3.99483312885502	0.104653537887894	TRUE	TRUE	FALSE	LT	EN	TRUE	0.33279
Zabrus oertzeni oertzeni	Coleoptera	Carabidae	12	37	985.088524369591	982.976969896158	366.633074755287	108.246230576738	95.9890108816162	56.5090350093166	18.8167166891732	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.5887
Eupholidoptera astyla	Orthoptera	Tettigoniidae	22	98	3525.75648540971	3427.0732828506	903.530863994878	242.560129037913	212.284977817944	128.953083075189	44.4479500800021	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.60745
Lesteva nitidicollis	Coleoptera	Staphulinidae	2	2	NA	NA	NA	NA	8.00175508563711	8.00175508563802	1.86495830195518	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Geostiba inexsecta	Coleoptera	Staphylinidae	2	3	0	0	0	0	12.0396985269066	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Nebula schneideraria eteocretica	Lepidoptera	Geometridae	2	2	NA	NA	NA	NA	8.03295095987895	1.16928989095741	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.14556
Philodromus johani	Araneae	Philodromidae	2	2	NA	NA	NA	NA	8.0043657855187	2.00967093408494	0.920846905680817	TRUE	TRUE	FALSE	LT	EN	TRUE	0.25107
Drassylus pumiloides	Araneae	Gnaphosidae	6	11	1456.82959784296	1456.82959784296	360.444708042065	100.392835429181	32.0210934132637	16.2790515091018	8.17973557867296	TRUE	FALSE	FALSE	PT	VU	TRUE	0.50839
Leptodrassus hadjissaranti	Araneae	Gnaphosidae	4	10	615.802876239549	615.802876239565	37.5575005628223	22.8935018014497	24.050177921959	0	3.19217494412732	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Acinopus creticus	Coleoptera	Carabidae	4	21	81.889451655143	81.8894516551408	81.8894516551408	24.4705221629609	44.0059177802635	43.6086383725263	11.2839806689977	TRUE	TRUE	FALSE	LT	EN	TRUE	0.99097
Dendarus politus	Coleoptera	Tenebrionidae	6	56	546.798389322473	546.798389322473	229.345337975248	47.0552710629228	88.0442774983555	83.2721988686898	11.5907990220939	TRUE	FALSE	FALSE	PT	VU	TRUE	0.9458
Rhacocleis derrai	Orthoptera	Tettigoniidae	11	45	3400.48890090232	3044.06075084129	757.621304715425	239.872446043743	68.1225863131525	24.4394060105425	15.2179928197692	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.35876
Temnothorax incompletus	Hymenoptera	Formicidae	2	2	NA	NA	NA	NA	8.00459591104273	0.915611669376843	1.0107552036574	TRUE	TRUE	FALSE	LT	EN	TRUE	0.11439
Aloconota minoica	Coleoptera	Staphylinidae	3	4	606.175551637979	533.995639694184	144.680075611035	26.4894715713392	20.012033474638798	11.7383074732829	1.23451741702412	TRUE	TRUE	FALSE	LT	EN	TRUE	0.58656
Bidessus cretensis	Coleoptera	Dytiscidae	1	1	NA	NA	NA	NA	4.01113501869895	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Dolichopoda paraskevi	Orthoptera	Rhaphidophoridae	10	60	1893.37094057715	1819.19636359627	371.940438148369	126.479822739796	76.0414772723406	30.8426752437587	10.2236405482407	TRUE	FALSE	FALSE	PT	VU	TRUE	0.4056
Raiboscelis corvinus brodskyi	Coleoptera	Tenebrionidae	6	39	305.237950597284	305.237950597256	77.9902041824951	28.1369195961119	36.1004632621033	22.0795559970736	7.3549670414068	TRUE	FALSE	FALSE	PT	VU	TRUE	0.61161
Eupholidoptera forcipata	Orthoptera	Tettigoniidae	2	18	22.7693613211808	22.7693613211808	22.7693613211808	3.01301111688835	40.0083279495823	38.5542292343274	9.17754388754129	TRUE	TRUE	FALSE	LT	EN	TRUE	0.96366
Eupholidoptera gemellata	Orthoptera	Tettigoniidae	1	9	0.680610646066695	0.680610646067364	0.680610646067364	0	12.0058591872894	10.7832346320962	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.89816
Geostiba idaea	Coleoptera	Staphylinidae	5	7	104.353195722562	104.353195722562	69.9906117793638	18.2791097617877	36.1550976625141	28.1318321296953	3.16395329747191	TRUE	TRUE	FALSE	LT	EN	TRUE	0.77809
Raiboscelis corvinus slamai	Coleoptera	Tenebrionidae	2	4	3.49812529110933	3.49812529110933	3.49812529110933	0	8.00232387414147	8.00232387414065	0.0852292697383603	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Tapinopterus stepaneki stepaneki	Coleoptera	Carabidae	2	2	NA	NA	NA	NA	8.00273592065706	8.00273592065653	1.08218983075728	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Anthaxia idea	Coleoptera	Buprestidae	2	3	5.71211179894318	5.71211179894318	5.70540337625324	3.23937161613735	7.99726971688512	6.56278809129208	1.86182071701856	TRUE	TRUE	FALSE	LT	EN	TRUE	0.82063
Bellatheta idana	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	3.99884747711881	3.99884747711881	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Bythinus creticus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00039597206352	4.00039597206415	1.42132590228531	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Chrysis eraklionica	Hymenoptera	Chrysididae	3	3	113.666928239389	113.666928239389	30.5877927058312	4.74056062997072	12.0037759179042	11.8245003871305	1.40923232749228	TRUE	TRUE	FALSE	LT	EN	TRUE	0.98507
Coriomeris brevicornis	Heteroptera	Coreidae	1	1	NA	NA	NA	NA	4.00074238750444	4.00074238750508	0.243572097891021	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Geostiba exsecta	Coleoptera	Staphylinidae	2	6	9.3784824574605	9.3784824574605	9.3784824574605	6.94538403027178	19.996511601427	19.9965116014293	5.91599161414381	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Geostiba paulexsecta	Coleoptera	Staphylinidae	1	3	0.0254015964601885	0.0254015964601885	0.0254015964601885	0	11.997501577738	11.9975015777387	2.4295928387717	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Lesteva longoelytrata cretica	Coleoptera	Staphylinidae	3	7	200.380739684706	200.380739684706	74.7960850632703	4.03535426378273	28.0203509907463	28.0203509907438	0.51106132888299	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Lesteva szekessyi	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	3.99933058039556	3.99933058039439	0.278855730710502	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Myrmecopora idana	Coleoptera	Staphylinidae	2	4	7.4724758154431	7.4724758154431	7.4724758154431	6.64872163992117	16.0003805054087	16.0003805054136	3.33496374033823	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Oxypoda idana	Coleoptera	Staphylinidae	2	2	NA	NA	NA	NA	4.01637457813726	4.01637457813766	0.960664969009829	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Pyrrhocoris niger	Heteroptera	Pyrrhocoridae	1	2	NA	NA	NA	NA	4.0002469126091	4.00024691260976	2.1617106215829	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Tychus lagrecai	Coleoptera	Staphylinidae	3	3	71.5011661985218	71.5011661985218	27.4980285820336	0.138451016343496	12.0116112506361	8.00629746283009	2.81570969813454	TRUE	TRUE	FALSE	LT	EN	TRUE	0.66655
Cephennium idanum	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.01364699490822	2.23536219456742	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.55694
Cephennium latius	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.01336434100168	0.558653627013495	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.1392
Cretotyphlus idanus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.01321282496344	1.24048242488183	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.3091
Pristiphora parnasia	Hymenoptera	Tenthredinidae	4	5	343.640852053497	342.051981402236	112.737292077223	12.2593366802221	23.9991983139169	9.79603459280667	5.77822232007382	TRUE	TRUE	FALSE	LT	EN	TRUE	0.40818
Oxypoda bimontium	Coleoptera	Staphylinidae	3	3	63.3126037900257	63.3126037900257	28.4568179155022	1.37358036564014	12.0063555176424	11.4598112199593	0.745179125663741	TRUE	TRUE	FALSE	LT	EN	TRUE	0.95448
Laena wittmeri	Coleoptera	Tenebrionidae	2	2	NA	NA	NA	NA	8.02323314908858	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Xanthomus ovulus	Coleoptera	Tenebrionidae	2	2	NA	NA	NA	NA	8.02529123618744	0	0.836795211092152	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Dendarus puncticollis	Coleoptera	Tenebrionidae	19	68	5301.8860752492	3043.40163624283	633.789916024848	212.831992097368	144.20465603296	32.8816110649438	14.9266129547726	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	0.22802
Dionconotus confluens creticus	Heteroptera	Miridae	2	2	NA	NA	NA	NA	7.99882286265463	2.1161060480983	2.37362361798455	TRUE	TRUE	FALSE	LT	EN	TRUE	0.26455
Nemesia caranhaci	Araneae	Nemesiidae	1	1	NA	NA	NA	NA	4.00050387922282	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Stenus ariadne	Coleoptera	Staphylinidae	2	2	NA	NA	NA	NA	8.02653552868689	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Malthonica daedali	Araneae	Agelenidae	1	1	NA	NA	NA	NA	4.01189753669409	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Stosatea cretica	Diplopoda	Paradoxosomatidae	2	2	NA	NA	NA	NA	8.01904156975369	2.62738680248356	0.270089549915099	TRUE	TRUE	FALSE	LT	EN	TRUE	0.32764
Cephennium sinuosum	Coleoptera	Staphylinidae	3	3	362.128328375715	257.463748752796	67.9093845218705	15.2737098809068	12.0095882514251	0.516738177708888	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.04303
Kenotyphlus creticus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	3.99831996325894	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Tapinopterus marani marani	Coleoptera	Carabidae	1	2	NA	NA	NA	NA	4.00691888863776	4.00691888865665	3.15729533321801	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Temnothorax ikarosi	Hymenoptera	Formicidae	1	1	NA	NA	NA	NA	4.008305087712	3.80905416825564	3.10783676712501	TRUE	TRUE	TRUE	LT	CR	TRUE	0.95029
Zabrus oertzeni creticus	Coleoptera	Carabidae	2	20	15.5452045062801	15.5452045062801	15.5452045062738	0.652156250990915	20.0245707578615	19.989866986352	2.52175582501595	TRUE	TRUE	FALSE	LT	EN	TRUE	0.99827
Acanthopetalum furculigerum transitionis	Diplopoda	Schizopetalidae	1	1	NA	NA	NA	NA	4.00492249793881	4.00492249793953	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Afropselaphus diktianus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00451485491251	4.00451485491199	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Eupholidoptera marietheresae	Orthoptera	Tettigoniidae	1	3	0	0	0	0	4.00517138887161	4.00517138887172	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Geostiba diktiana	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.0045835469922	4.00458354699285	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Myrmecopora elisa	Coleoptera	Staphylinidae	3	6	60.8272316662973	60.8272316662973	60.8272316662973	2.49229996265493	20.0043269126687	19.9393686372287	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.99675
Oxypoda cretica	Coleoptera	Staphylinidae	2	2	NA	NA	NA	NA	8.00583312847944	8.00583312847763	0	TRUE	TRUE	FALSE	LT	EN	TRUE	1
Sunius diktianus	Coleoptera	Staphylinidae	3	4	36.0237952544496	36.0237952544496	36.0237952544496	0	12.0089451591787	11.2438138683514	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0.93629
Tectusa diktiana	Coleoptera	Staphylinidae	1	2	NA	NA	NA	NA	16.0224435364692	16.0224435364697	0.0958239504559095	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Amaurobius cretaensis	Araneae	Amaurobiidae	3	8	76.3278229143719	76.3278229143709	71.4458046845303	7.99644445061764	40.0054702846003	28.4208069559287	0.461319933726625	TRUE	TRUE	FALSE	LT	EN	TRUE	0.71042
Cephennium arcuatum	Coleoptera	Staphylinidae	1	3	0	0	0	0	11.9990734415524	2.68179623195866	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.2235
Cephennium selenanum	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	3.99886148175702	3.99886148175574	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Cretotyphlus hamatus	Coleoptera	Staphylinidae	2	3	3.05673068859496	3.05673068859496	2.88044169862669	0.79203074553009	8.005551235713	4.00061015467254	1.05683857158461	TRUE	TRUE	FALSE	LT	EN	TRUE	0.49973
Geostiba meybohmi	Coleoptera	Staphylinidae	4	9	131.501479812068	131.501479812064	106.833277050001	8.56863089117451	32.0244007223268	23.4588911860979	4.82607392098227	TRUE	TRUE	FALSE	LT	EN	TRUE	0.73253
Sintula cretaensis	Araneae	Linyphiidae	1	1	NA	NA	NA	NA	4.00011509041436	4.00011509041436	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Walckenaeria clavilobus	Araneae	Linyphiidae	1	1	NA	NA	NA	NA	3.99989252519087	3.99989252519111	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Dendarus mylonasi	Coleoptera	Tenebrionidae	1	2	NA	NA	NA	NA	3.99894458981688	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Allotyphlus candicus	Coleoptera	Staphylinidae	3	4	323.91791868692	270.851326213446	52.0209080526563	9.22180742314693	16.0177212788177	4.02906941710827	1.76201886009778	TRUE	TRUE	FALSE	LT	EN	TRUE	0.25154
Eupholidoptera feri	Orthoptera	Tettigoniidae	1	4	0	0	0	0	4.00321343553352	4.00321343553372	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Eupholidoptera mariannae	Orthoptera	Tettigoniidae	6	19	475.380164211331	407.124083229334	92.261337065944	35.6072397534049	80.1336919397806	18.4267201098259	2.08040721616379	TRUE	FALSE	FALSE	PT	VU	TRUE	0.22995
Myllaena cretica	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00404186231266	4.00404186231226	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Pseudobium creticum	Coleoptera	Staphylinidae	1	2	NA	NA	NA	NA	4.00420278491567	3.87983826842682	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.96894
Anastrangalia montana steineri	Coleoptera	Cerambycidae	2	2	NA	NA	NA	NA	8.01518774014763	0	1.9339683262187	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Cephennium hamulatum	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00322573656192	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Cousya candica	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00506230937679	0	2.01483923157705	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Geomitopsis cretica	Coleoptera	Staphylinidae	2	2	NA	NA	NA	NA	8.01109193801317	0	4.94802117023912	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Stenichnus orientalis	Coleoptera	Staphylinidae	2	2	NA	NA	NA	NA	8.00864147790734	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	0
Afropselaphus thripticus	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00676216508959	4.00676216508932	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Amaurobius geminus	Araneae	Amaurobiidae	1	2	NA	NA	NA	NA	4.00653734750207	4.0065373475018	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Astenus thripticus	Coleoptera	Staphylinidae	1	2	NA	NA	NA	NA	4.0064095776331	4.00640957763228	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Cephennium thripticum	Coleoptera	Staphylinidae	1	2	NA	NA	NA	NA	4.00688328190501	4.00688328190571	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Geostiba thryptisensis	Coleoptera	Staphylinidae	1	6	0.951424615102295	0.951424615102295	0.951424615102295	0	4.00677228299962	4.00677228299962	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Leptobium thryptisense	Coleoptera	Staphylinidae	4	7	100.321813289298	100.161393785571	18.071276774979	4.79504889987633	24.0375012446788	12.0219960810118	0.391040397081879	TRUE	TRUE	FALSE	LT	EN	TRUE	0.50014
Leptomastax thryptica	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.0062553683999	4.00625536839946	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Myrmecopora thriptica	Coleoptera	Staphylinidae	1	3	0.209214302365788	0.209214302365788	0.209214302365788	0	4.00667787990812	4.0066778799074	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Sunius thripticus	Coleoptera	Staphylinidae	1	3	1.57542633153177	1.57542633153177	1.22367864950029	0	16.0276087364585	12.0209766353213	0	TRUE	TRUE	TRUE	LT	CR	TRUE	0.75002
Tectusa thriptica	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00725670323983	4.00725670323908	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1
Cephennium curvatum	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00303629230546	0	0.046052965836833	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Eupholidoptera annamariae	Orthoptera	Tettigoniidae	6	21	283.531659598334	282.871798286718	20.0306305360204	12.1592584456443	68.1035461444197	11.2332369743842	4.08152971229851	TRUE	FALSE	FALSE	PT	VU	TRUE	0.16494
Tentyria sporadica zimmermanni	Coleoptera	Tenebrionidae	1	1	NA	NA	NA	NA	4.01354986301522	2.23941202741863	2.23806012197383	TRUE	TRUE	TRUE	LT	CR	TRUE	0.55796
Dailognatha quadricollis pseudobtusangula	Coleoptera	Tenebrionidae	2	3	1.80934150023046	1.03122937857861	1.03122937857969	1.02963896416683	16.0475484029586	4.08241689383688	4.06777653755994	TRUE	TRUE	FALSE	LT	EN	TRUE	0.2544
Dendarus dragonadanus	Coleoptera	Tenebrionidae	2	10	2.54166926189481	1.41466796075822	1.41466796075309	1.41220179273454	20.0588610768563	4.3625098400051	4.344165021732	TRUE	TRUE	FALSE	LT	EN	TRUE	0.21749
Cephennium fortespinosum	Coleoptera	Staphylinidae	1	1	NA	NA	NA	NA	4.00514238679848	0	0.297296463476987	TRUE	TRUE	TRUE	LT	CR	TRUE	0
Euconnus zakrius	Coleoptera	Staphylinidae	1	2	NA	NA	NA	NA	4.00541557931604	0	1.01770890693039	TRUE	TRUE	TRUE	LT	CR	TRUE	0
