subspeciesname	Order	n_locations	n_sites	eoo	eoo_overlap	eoo_natura	eoo_wildlife	aoo	aoo_natura	aoo_wildlife	potentially_VU	potentially_EN	potentially_CR	paca	iucn	threatened	gbif	gbif_id	class	family	genus	kingdom	order	phylum	species	subspecies
Amauronyx paganettii	Coleoptera	1	1	NA	NA	NA	NA	4.00908013817391	0.350358697291525	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4441280	4441280	Insecta	Staphylinidae	Amauronyx	Animalia	Coleoptera	Arthropoda	Amauronyx paganettii	NA
Batrisodes paganettii	Coleoptera	6	7	2386.1838768527	2263.54761265062	896.493898389862	154.088614862839	24.001943256301	3.99508427075666	3.29923144135415	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bembidion subcostatum creticum	Coleoptera	6	8	2152.57427138632	2039.41621966648	677.622626905502	135.323118561668	31.9642670598926	5.38838581189077	0.468278804102795	TRUE	FALSE	FALSE	PT	VU	TRUE	9129427	9129427	Insecta	Carabidae	Bembidion	Animalia	Coleoptera	Arthropoda	Bembidion subcostatum	Bembidion subcostatum creticum
Cephennium meybohmi	Coleoptera	1	1	NA	NA	NA	NA	4.00916831123362	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11176474	11176474	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium meybohmi	NA
Cretotyphlus chanianus	Coleoptera	1	1	NA	NA	NA	NA	4.009302478104	0.0360417015711639	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11220745	11220745	Insecta	Staphylinidae	Cretotyphlus	Animalia	Coleoptera	Arthropoda	Cretotyphlus chanianus	NA
Geostiba albimontis	Coleoptera	3	6	79.7637282035845	79.7637282035845	73.6989935037896	0.317613219672609	32.1199385572326	15.2132754928757	0	TRUE	TRUE	FALSE	LT	EN	TRUE	10406496	10406496	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba albimontis	NA
Quedius sigwalti	Coleoptera	9	12	2953.72647082604	2714.99105490655	912.891887056093	167.541800854285	52.1860402897584	16.9038087526534	2.8461736160022	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scydmoraphes fuelscheri	Coleoptera	5	9	1446.6825402588	1370.43182743051	541.998849117403	50.9354874223317	44.1355963482071	5.63288518457112	0.0688482989079611	TRUE	TRUE	FALSE	LT	EN	TRUE	10313218	10313218	Insecta	Staphylinidae	Scydmoraphes	Animalia	Coleoptera	Arthropoda	Scydmoraphes fuelscheri	NA
Stenichnus hummleri	Coleoptera	1	4	8.05773973455922	8.05773973455922	0.327669798593825	0	16.0350103052715	0.313197064743549	0	TRUE	TRUE	TRUE	LT	CR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tychus chanianus	Coleoptera	1	2	NA	NA	NA	NA	4.01072878124013	0.00654437458531748	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11179656	11179656	Insecta	Staphylinidae	Tychus	Animalia	Coleoptera	Arthropoda	Tychus chanianus	NA
Typhlocyptus creticus	Coleoptera	3	5	431.926833764463	431.926833764463	198.541851976403	33.6812487123447	12.0025147137181	0.218114338720081	0	TRUE	TRUE	FALSE	LT	EN	TRUE	11126449	11126449	Insecta	Staphylinidae	Typhlocyptus	Animalia	Coleoptera	Arthropoda	Typhlocyptus creticus	NA
Zelotes creticus	Araneae	17	30	1658.65383132215	1606.25042056458	861.356819675114	140.317572853556	100.426953436014	41.445908409931	8.76954582053694	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2132549	2132549	Arachnida	Gnaphosidae	Zelotes	Animalia	Araneae	Arthropoda	Zelotes creticus	NA
Erodius orientalis boyeri	Coleoptera	2	2	NA	NA	NA	NA	8.00536311837374	0.896284185534418	0	TRUE	TRUE	FALSE	LT	EN	TRUE	8982145	8982145	Insecta	Tenebrionidae	Erodius	Animalia	Coleoptera	Arthropoda	Erodius orientalis	Erodius orientalis boyeri
Sigara nigrolineata mendax	Heteroptera	10	19	3040.45042044746	2700.25123426675	652.315056216522	166.214395974158	48.21934099271	8.26299406324897	1.47578851496286	TRUE	FALSE	FALSE	PT	VU	TRUE	4485424	4485424	Insecta	Corixidae	Sigara	Animalia	Hemiptera	Arthropoda	Sigara nigrolineata	Sigara nigrolineata mendax
Eupholidoptera cretica	Orthoptera	4	11	88.751890315124	88.751890315124	88.751890315124	0.560938504180037	24.0824769151876	21.8262820913573	0.0966079840699112	TRUE	TRUE	FALSE	LT	EN	TRUE	1690242	1690242	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera cretica	NA
Aelurillus cretensis	Araneae	10	11	4095.68864005436	3857.72782557617	1299.27333160083	293.229474284373	40.0067679136258	15.4320538512448	1.92478461309219	TRUE	FALSE	FALSE	PT	VU	TRUE	2168665	2168665	Arachnida	Salticidae	Aelurillus	Animalia	Araneae	Arthropoda	Aelurillus cretensis	NA
Afropselaphus assingi	Coleoptera	1	2	NA	NA	NA	NA	4.01276997350532	4.01276997350546	0.232519206479508	TRUE	TRUE	TRUE	LT	CR	TRUE	11183131	11183131	Insecta	Staphylinidae	Afropselaphus	Animalia	Coleoptera	Arthropoda	Afropselaphus assingi	NA
Afropselaphus dornfeldae	Coleoptera	1	1	NA	NA	NA	NA	4.01412735597619	4.01412735597665	0	TRUE	TRUE	TRUE	LT	CR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthaxia brodskyi	Coleoptera	1	1	NA	NA	NA	NA	4.01221346684678	4.01221346684698	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4431835	4431835	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia brodskyi	NA
Anthaxia margotana	Coleoptera	3	5	257.145374763683	257.145374763681	191.118147142029	3.586866234928	20.0612749228543	15.2597349840885	1.70153570999839	TRUE	TRUE	FALSE	LT	EN	TRUE	4431615	4431615	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia margotana	NA
Anthaxia praeclara creticola	Coleoptera	10	13	2540.75736918607	2535.96922716923	788.219433074463	213.553609843318	48.0698888754722	19.656873911078	6.07292941772928	TRUE	FALSE	FALSE	PT	VU	TRUE	6872090	6872090	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia praeclara	Anthaxia praeclara creticola
Atheta cretica	Coleoptera	2	3	2.50266340242854	2.50266340140911	1.32023282478952	0.147322814744971	11.9956296870348	11.9956296870347	0.51116608259317	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atheta digitalis	Coleoptera	2	2	NA	NA	NA	NA	7.99924979282529	7.99924979282459	1.30674763781447	TRUE	TRUE	FALSE	LT	EN	TRUE	11194073	11194073	Insecta	Staphylinidae	Atheta	Animalia	Coleoptera	Arthropoda	Atheta digitalis	NA
Bellatheta albimontis	Coleoptera	1	3	0.222624516962994	0.222624516962994	0.222624516962994	0.0581028068221454	16.0520825615693	16.0520825615715	0.489069357258502	TRUE	TRUE	TRUE	LT	CR	TRUE	9998587	9998587	Insecta	Staphylinidae	Bellatheta	Animalia	Coleoptera	Arthropoda	Bellatheta albimontis	NA
Dendarus wettsteini	Coleoptera	3	43	72.6692270515	72.6692270515	72.6692270515	0.0816720442791641	60.2100980131375	60.210098013137	2.70770242137262	TRUE	TRUE	FALSE	LT	EN	TRUE	8953024	8953024	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus wettsteini	NA
Drusilla cretica	Coleoptera	8	10	1129.95793792552	1111.50503191423	501.209470388961	53.514706815484	44.1579184468907	33.190887184684	5.31599300318519	TRUE	FALSE	FALSE	PT	VU	TRUE	10651750	10651750	Insecta	Staphylinidae	Drusilla	Animalia	Coleoptera	Arthropoda	Drusilla cretica	NA
Eupholidoptera giuliae	Orthoptera	18	38	1651.60764355966	1391.68958210568	563.668006939291	82.0555054161353	136.503734980678	61.889577567386	13.9895978543019	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1690274	1690274	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera giuliae	NA
Eupholidoptera pallipes	Orthoptera	2	10	2.08341999027174	2.08341999027174	2.08341999027174	0.0303808066165423	8.02958383496765	8.02958383496807	1.89027126680059	TRUE	TRUE	FALSE	LT	EN	TRUE	1690267	1690267	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera pallipes	NA
Faronus albimontium	Coleoptera	1	3	0	0	0	0	4.01286225465875	4.0128622546584	0.262706677172405	TRUE	TRUE	TRUE	LT	CR	TRUE	11145468	11145468	Insecta	Staphylinidae	Faronus	Animalia	Coleoptera	Arthropoda	Faronus albimontium	NA
Heterocordylus heissi	Heteroptera	1	1	NA	NA	NA	NA	4.01297885347693	4.01297885347641	0	TRUE	TRUE	TRUE	LT	CR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kalama cretica	Heteroptera	2	2	NA	NA	NA	NA	8.02724511364659	4.19378563369206	0.320905888797045	TRUE	TRUE	FALSE	LT	EN	TRUE	4489065	4489065	Insecta	Tingidae	Dictyonota	Animalia	Hemiptera	Arthropoda	Dictyonota cretica	NA
Leiopus nebulosus insulanus	Coleoptera	1	2	NA	NA	NA	NA	4.01287620319073	4.01287620319073	0	TRUE	TRUE	TRUE	LT	CR	TRUE	5819538	5819538	Insecta	Cerambycidae	Leiopus	Animalia	Coleoptera	Arthropoda	Leiopus nebulosus	NA
Ocalea cretica	Coleoptera	5	5	379.280242596006	379.28024259626	166.935494597124	38.4940641713379	20.0035906273547	16.6930011521902	2.42186657391231	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Palmar cretica	Coleoptera	6	6	755.78012483867	738.143973953135	329.958713462953	22.7914892368453	24.0705232629651	10.925756082244	3.51297091545369	TRUE	FALSE	FALSE	PT	VU	TRUE	9410498	9410498	Insecta	Buprestidae	Lamprodila	Animalia	Coleoptera	Arthropoda	Lamprodila cretica	NA
Phlegra theseusi	Araneae	4	4	89.6539754989802	86.4964895458769	81.2978796522092	12.9124775337853	15.9934459948789	13.4027529930663	3.88269312373411	TRUE	TRUE	FALSE	LT	EN	TRUE	2168518	2168518	Arachnida	Salticidae	Phlegra	Animalia	Araneae	Arthropoda	Phlegra theseusi	NA
Phymatiotris quadricollis cretica	Coleoptera	27	52	13254.2488952817	6774.36523309798	1852.98980605308	475.429478784427	172.214767625229	74.0447416888907	22.4874691525295	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	4761446	4761446	Insecta	Tenebrionidae	Pachyscelis	Animalia	Coleoptera	Arthropoda	NA	NA
Platycleis albopunctata cretica	Orthoptera	11	33	1077.78054439234	1077.78054439234	482.966884969969	109.982338246632	84.0163229241104	78.7654430292898	26.3907886590403	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quedius praecisus	Coleoptera	2	3	42.6441879461409	42.6441879461409	16.6418674593445	2.62421310076884	16.0152839747913	16.0152839747908	0.142270874660285	TRUE	TRUE	FALSE	LT	EN	TRUE	10437946	10437946	Insecta	Staphylinidae	Quedius	Animalia	Coleoptera	Arthropoda	Quedius praecisus	NA
Trichoferus berberidis	Coleoptera	5	7	2481.33249775308	2158.320097071	769.410690130437	140.72012664746	20.0807642963956	12.0491249037236	2.11151952622395	TRUE	TRUE	FALSE	LT	EN	TRUE	1151424	1151424	Insecta	Cerambycidae	Trichoferus	Animalia	Coleoptera	Arthropoda	Trichoferus berberidis	NA
Walckenaeria hammus	Araneae	2	2	NA	NA	NA	NA	8.03066590359673	8.03066590359591	0	TRUE	TRUE	FALSE	LT	EN	TRUE	2134734	2134734	Arachnida	Linyphiidae	Walckenaeria	Animalia	Araneae	Arthropoda	Walckenaeria hamus	NA
Chrysis pseudoscutellaris	Hymenoptera	13	15	5688.14815535345	4947.10693963117	1231.61368381321	319.065531392198	59.985993828683696	18.5718783903944	2.37588323745653	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8863987	8863987	Insecta	Masaridae	Chrysis	Animalia	Hymenoptera	Arthropoda	Chrysis pseudoscutellaris	NA
Grammoptera auricollis basicornis	Coleoptera	5	6	800.356131332312	800.356131332312	352.562850359748	83.8872825321406	20.0880764031501	15.9987438021449	0.259835395506112	TRUE	TRUE	FALSE	LT	EN	TRUE	4458804	4458804	Insecta	Cerambycidae	Grammoptera	Animalia	Coleoptera	Arthropoda	Grammoptera auricollis	Grammoptera auricollis basicornis
Iurus dekanum	Scorpiones	15	29	5579.08773090084	5046.18544693282	1530.56750887449	368.106276042668	84.0690919007394	43.676591684404	10.0789521377174	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8006760	8006760	Arachnida	Iuridae	Iurus	Animalia	Scorpiones	Arthropoda	Iurus dekanum	NA
Orchamus raulinii	Orthoptera	13	37	6736.87820839861	5200.51789763925	1369.01610066161	333.107762822641	88.3996923220049	46.4599810487406	12.0762299342117	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1698568	1698568	Insecta	Pamphagidae	Orchamus	Animalia	Orthoptera	Arthropoda	Orchamus raulinii	NA
Temnothorax variabilis	Hymenoptera	12	14	3126.71065434969	2710.1619820609	734.317877017358	163.724450559893	60.2058375990499	16.888452593489	3.42412047943474	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8314083	8314083	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	NA	NA
Amaurobius candia	Araneae	8	9	1792.51108509056	1744.0515120927	648.755310357887	133.476166579293	32.0112217932556	15.5044899231558	2.96617679353615	TRUE	FALSE	FALSE	PT	VU	TRUE	2141625	2141625	Arachnida	Amaurobiidae	Amaurobius	Animalia	Araneae	Arthropoda	Amaurobius candia	NA
Limnephilus minos	Trichoptera	5	6	1005.32184982559	900.494075246569	339.475138317212	58.5529219594539	24.0730308140251	9.92429919458245	3.18209968077447	TRUE	TRUE	FALSE	LT	EN	TRUE	1442508	1442508	Insecta	Limnephilidae	Limnephilus	Animalia	Trichoptera	Arthropoda	Limnephilus minos	NA
Oxyopomyrmex laevibus	Hymenoptera	2	2	NA	NA	NA	NA	4.00392234078682	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	8175532	8175532	Insecta	Formicidae	Oxyopomyrmex	Animalia	Hymenoptera	Arthropoda	Oxyopomyrmex laevibus	NA
Pimelia phymatodes	Coleoptera	10	14	6159.86370793617	4880.99008772904	1216.739217513	323.291056417261	56.0706297660531	8.12346226937043	3.56903619270572	TRUE	FALSE	FALSE	PT	VU	TRUE	1208967	1208967	Insecta	Tenebrionidae	Pimelia	Animalia	Coleoptera	Arthropoda	NA	NA
Pimelia sericella	Coleoptera	7	7	4914.16025401967	3597.52018850212	820.574274257532	237.224978145282	28.012490971213	1.86087281813371	1.93276589775375	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dendarus maximus	Coleoptera	3	23	41.861532530844	24.5071464427084	24.5071464427064	0	48.0058853405464	23.8129315324438	0	TRUE	TRUE	FALSE	LT	EN	TRUE	9179727	9179727	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus maximus	NA
Eupholidoptera jacquelinae	Orthoptera	3	13	39.5028156829035	22.3445943400721	22.3445943401907	0	48.003622849533	25.2370330501914	0	TRUE	TRUE	FALSE	LT	EN	TRUE	1690298	1690298	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera jacquelinae	NA
Raiboscelis corvinus bilyi	Coleoptera	3	10	13.559501228182	6.65911963930596	6.65911963930579	0	28.1208061625724	16.8688811944072	0	TRUE	TRUE	FALSE	LT	EN	TRUE	5750009	5750009	Insecta	Tenebrionidae	Raiboscelis	Animalia	Coleoptera	Arthropoda	Raiboscelis corvinus	Raiboscelis corvinus bilyi
Anamastigona mediterranea	Diplopoda	1	2	NA	NA	NA	NA	3.99912114152925	3.99912114152925	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1022773	1022773	Diplopoda	Anthroleucosomatidae	Anamastigona	Animalia	Chordeumatida	Arthropoda	Anamastigona mediterranea	NA
Lithobius creticus	Chilopoda	25	66	6434.03780574864	4361.80705674203	1344.27990306284	331.982004713887	156.11420414845	42.5609875220858	28.3993883785306	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2229605	2229605	Chilopoda	Lithobiidae	Lithobius	Animalia	Lithobiomorpha	Arthropoda	Lithobius creticus	NA
Ovaliptila lindbergi	Orthoptera	26	73	5268.02403731208	4652.59053845792	1222.98454553102	322.535660278563	139.963752913779	54.3131452271095	18.3756286700819	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1721555	1721555	Insecta	Gryllidae	Ovaliptila	Animalia	Orthoptera	Arthropoda	Ovaliptila lindbergi	NA
Phytocoris eduardi	Heteroptera	3	3	195.001430812502	190.781775351339	153.725262808208	27.9191129546404	12.048277739986201	3.1779863937792	0	TRUE	TRUE	FALSE	LT	EN	TRUE	4487425	4487425	Insecta	Miridae	Phytocoris	Animalia	Hemiptera	Arthropoda	Phytocoris eduardi	NA
Phytocoris malickyi	Heteroptera	3	3	237.453234637554	230.199789242012	166.222476070752	27.9639575241949	12.0499028650104	7.20584253623608	1.94737404779669	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aphaenogaster balcanicoides	Hymenoptera	1	1	NA	NA	NA	NA	4.00711307586856	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1315863	1315863	Insecta	Formicidae	Aphaenogaster	Animalia	Hymenoptera	Arthropoda	NA	NA
Periclista cretica	Hymenoptera	4	4	788.849009012655	754.017146278901	252.15799439526	33.1765724714994	16.0555617292426	4.45717075138029	0	TRUE	TRUE	FALSE	LT	EN	TRUE	4490304	4490304	Insecta	Tenthredinidae	Periclista	Animalia	Hymenoptera	Arthropoda	Periclista cretica	NA
Acrosternum malickyi	Heteroptera	5	5	1733.23458908768	1090.60304617677	264.217362164767	83.6598506661936	20.0599985575033	3.85045849569455	2.47101892766842	TRUE	TRUE	FALSE	LT	EN	TRUE	4485829	4485829	Insecta	Pentatomidae	Acrosternum	Animalia	Hemiptera	Arthropoda	Acrosternum malickyi	NA
Nemesia daedali	Araneae	4	4	310.101913549893	211.723108979236	13.5579173610435	6.32314528589999	16.0486442427056	0	3.87600293525159	TRUE	TRUE	FALSE	LT	EN	TRUE	5170583	5170583	Arachnida	Nemesiidae	Nemesia	Animalia	Araneae	Arthropoda	Nemesia daedali	NA
Orthonotus creticus	Heteroptera	3	3	1730.81135622279	1062.87172262137	231.744266494514	63.2313229752033	12.0316642426092	0	2.61943744380333	TRUE	TRUE	FALSE	LT	EN	TRUE	8230708	8230708	Insecta	Miridae	Orthonotus	Animalia	Hemiptera	Arthropoda	Orthonotus creticus	NA
Tentyria sporadica gavdosana	Coleoptera	2	9	8.17817762015365	8.17817762015353	8.17817762015353	0	32.0011615160219	23.7295716901347	0	TRUE	TRUE	FALSE	LT	EN	TRUE	4455442	4455442	Insecta	Tenebrionidae	Tentyria	Animalia	Coleoptera	Arthropoda	Tentyria sporadica	Tentyria sporadica gavdosana
Yllenus gavdos	Araneae	1	1	NA	NA	NA	NA	4.00088739942127	3.85133379280915	0	TRUE	TRUE	TRUE	LT	CR	TRUE	2177457	2177457	Arachnida	Salticidae	Pseudomogrus	Animalia	Araneae	Arthropoda	Pseudomogrus gavdos	NA
Zabrus oertzeni stepaneki	Coleoptera	1	1	NA	NA	NA	NA	3.99995162268652	3.999951622686	0	TRUE	TRUE	TRUE	LT	CR	TRUE	8907867	8907867	Insecta	Carabidae	Zabrus	Animalia	Coleoptera	Arthropoda	Zabrus oertzeni	Zabrus oertzeni stepaneki
Agapanthia cretica	Coleoptera	5	6	1323.65267956177	1319.03888933565	597.054505624969	124.797445797812	20.004504411362	10.9383822869189	2.36656400545776	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amblyiulus creticus	Diplopoda	7	8	3831.47776142065	3119.84479891966	766.552002152455	199.943659063355	32.0423662456645	3.31176857513837	0	TRUE	FALSE	FALSE	PT	VU	TRUE	1012218	1012218	Diplopoda	Julidae	Amblyiulus	Animalia	Julida	Arthropoda	Amblyiulus creticus	NA
Anamastigona penicillata	Diplopoda	1	1	NA	NA	NA	NA	4.01470108883377	1.81739505175458	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1022774	1022774	Diplopoda	Anthroleucosomatidae	Anamastigona	Animalia	Chordeumatida	Arthropoda	Anamastigona penicillata	NA
Dichrooscytus impros	Heteroptera	1	1	NA	NA	NA	NA	3.99970010157416	3.64839805675545	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4487663	4487663	Insecta	Miridae	Dichrooscytus	Animalia	Hemiptera	Arthropoda	Dichrooscytus impros	NA
Messor concolor	Hymenoptera	1	1	NA	NA	NA	NA	4.00047879995348	1.99982276057479	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1316470	1316470	Insecta	Formicidae	Messor	Animalia	Hymenoptera	Arthropoda	Messor concolor	NA
Orthotylus mariagratiae	Heteroptera	2	2	NA	NA	NA	NA	8.00169503952814	6.5235247165145	2.26808015243799	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acmaeoderella rezeki	Coleoptera	1	1	NA	NA	NA	NA	4.01159029908139	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crocallis helenaria	Lepidoptera	3	3	267.848855567231	263.978027551547	146.476549643315	32.5767913335293	11.9977108357828	1.73796920793857	0.823171306067708	TRUE	TRUE	FALSE	LT	EN	TRUE	4524764	4524764	Insecta	Geometridae	Crocallis	Animalia	Lepidoptera	Arthropoda	Crocallis helenaria	NA
Euplectus assingi	Coleoptera	6	6	1201.08107416846	1089.43223065678	420.832807206628	80.4501769895652	24.0146189512664	6.62337975178707	0.00195329654910343	TRUE	FALSE	FALSE	PT	VU	TRUE	11123989	11123989	Insecta	Staphylinidae	Euplectus	Animalia	Coleoptera	Arthropoda	Euplectus assingi	NA
Amauronyx askifouicus	Coleoptera	1	1	NA	NA	NA	NA	3.99885132347139	3.99885132347139	1.90128897412022	TRUE	TRUE	TRUE	LT	CR	TRUE	11137974	11137974	Insecta	Staphylinidae	Amauronyx	Animalia	Coleoptera	Arthropoda	Amauronyx askifouicus	NA
Tinodes rethimnon	Trichoptera	3	3	268.702357222664	268.702357222664	46.3509582159758	17.4217869313596	12.0399122424456	4.01914952748979	1.16063996663765	TRUE	TRUE	FALSE	LT	EN	TRUE	5053720	5053720	Insecta	Psychomyiidae	Tinodes	Animalia	Trichoptera	Arthropoda	Tinodes rethimnon	NA
Anthaxia senicula cretica	Coleoptera	2	3	150.154451610462	148.752949339503	70.3969676176549	9.04521846976887	12.0412099546592	7.01362399911655	1.09731781753681	TRUE	TRUE	FALSE	LT	EN	TRUE	9336070	9336070	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia senicula	Anthaxia senicula cretica
Chrysis grohmanni cretensis	Hymenoptera	3	3	297.204530667351	276.45524094736	123.097933189222	15.811163968231	12.003293013417	6.78836301826071	4.85351455899976	TRUE	TRUE	FALSE	LT	EN	TRUE	9170885	9170885	Insecta	Masaridae	Chrysis	Animalia	Hymenoptera	Arthropoda	Chrysis grohmanni	Chrysis grohmanni creteensis
Dendarus foraminosus foraminosus	Coleoptera	41	168	4820.3689993366	4343.37010913511	1120.29268900281	302.013707966526	420.231633410411	167.619649232918	67.8637946861738	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8874051	8874051	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus foraminosus	NA
Palliduphantes malickyi	Araneae	4	4	1435.3193482551	1435.3193482551	500.709639636175	87.3530963727055	16.0020084839716	7.68063494104108	1.54175914596939	TRUE	TRUE	FALSE	LT	EN	TRUE	2135775	2135775	Arachnida	Linyphiidae	Palliduphantes	Animalia	Araneae	Arthropoda	Palliduphantes malickyi	NA
Temnothorax ariadnae	Hymenoptera	7	11	242.153744778153	242.15374477813899	63.2209442312961	11.3855030599165	48.1886470284845	13.9107895915585	1.20437097246889	TRUE	FALSE	FALSE	PT	VU	TRUE	9159904	9159904	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	Temnothorax ariadnae	NA
Phytocoris parvuloides	Heteroptera	1	1	NA	NA	NA	NA	4.00264115676965	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4487409	4487409	Insecta	Miridae	Phytocoris	Animalia	Hemiptera	Arthropoda	Phytocoris parvuloides	NA
Pellenes florii	Araneae	1	1	NA	NA	NA	NA	4.01142787039379	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11735154	11735154	Arachnida	Salticidae	Pellenes	Animalia	Araneae	Arthropoda	Pellenes florii	NA
Tschitscherinellus cordatus minos	Coleoptera	8	13	4143.1655037122	3402.695292466	860.317125795554	248.138383807863	39.9765951474091	0.49789394771047	2.11407287984052	TRUE	FALSE	FALSE	PT	VU	TRUE	4475556	4475556	Insecta	Carabidae	Tschitscherinellus	Animalia	Coleoptera	Arthropoda	Tschitscherinellus cordatus	Tschitscherinellus cordatus minos
Sepedophilus creticus	Coleoptera	4	4	523.002328667935	523.002328667935	248.267518670115	66.3403401929885	16.0055390013149	15.9460717740984	2.02510416551189	TRUE	TRUE	FALSE	LT	EN	TRUE	11221453	11221453	Insecta	Staphylinidae	Sepedophilus	Animalia	Coleoptera	Arthropoda	Sepedophilus creticus	NA
Macrotylus soosi	Heteroptera	6	8	1937.9228402378899	1932.87615529566	549.587192563316	161.030901383408	35.999143627249	8.32501400579673	4.92056477265879	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maurodactylus fulvus	Heteroptera	3	3	374.665508391641	374.665508391641	118.399449426627	22.5682545670616	12.0028836801321	3.04620714404666	1.71883701966381	TRUE	TRUE	FALSE	LT	EN	TRUE	4488524	4488524	Insecta	Miridae	Maurodactylus	Animalia	Hemiptera	Arthropoda	Maurodactylus fulvus	NA
Zabrus oertzeni oertzeni	Coleoptera	12	37	985.088524369591	982.976969896158	366.633074755287	108.246230576738	91.9862948582421	48.0673627018498	18.0992010172141	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	9143302	9143302	Insecta	Carabidae	Zabrus	Animalia	Coleoptera	Arthropoda	Zabrus oertzeni	Zabrus oertzeni oertzeni
